CustomerID,Gender,SeniorCitizen,Age,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerSupportCalls,Churn
CUST-16244,Male,1,71,No,Yes,19,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-to-Month,No,Mailed Check,61.28,1108.55,2,No
CUST-16091,Male,0,53,Yes,No,41,No,No Phone Service,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Mailed Check,75.83,3081.13,3,No
CUST-16573,Female,0,26,No,No,51,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Transfer,83.75,4190.13,11,No
CUST-11698,Female,0,53,Yes,No,72,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Transfer,84.7,5785.74,1,No
CUST-16636,Male,0,60,No,No,11,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,71.06,744.32,1,Yes
CUST-17017,Male,0,56,No,No,22,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,58.61,1231.59,3,Yes
CUST-14761,Male,0,39,No,No,72,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,66.38,4659.36,1,No
CUST-13831,Female,1,72,Yes,No,42,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Electronic Check,93.12,3773.9,2,No
CUST-16426,Male,0,41,Yes,Yes,15,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Electronic Check,68.61,997.15,3,No
CUST-16416,Male,0,64,No,No,12,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Transfer,75.39,871.26,3,No
CUST-10985,Female,1,67,No,No,68,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,21.5,1392.33,3,No
CUST-11821,Male,0,42,No,No,32,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-Month,No,Credit Card,56.16,1790.12,5,Yes
CUST-10587,Male,0,62,Yes,No,58,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Electronic Check,89.59,5002.87,6,No
CUST-16731,Female,1,65,No,No,15,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,65.43,960.78,1,Yes
CUST-14885,Female,0,27,Yes,No,40,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,86.46,3423.78,2,No
CUST-16421,Female,0,40,Yes,No,12,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two Year,Yes,Electronic Check,58.38,672.65,1,No
CUST-17013,Female,0,47,No,No,33,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,19.01,604.32,1,Yes
CUST-16218,Male,0,37,No,No,24,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,101.21,2295.01,5,No
CUST-15598,Female,0,45,Yes,No,38,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,19.76,720.86,5,Yes
CUST-13557,Female,0,52,No,Yes,17,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Electronic Check,49.87,830.62,5,No
CUST-11395,Male,1,81,No,No,18,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer,26.81,460.19,1,No
CUST-10264,Female,0,43,Yes,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two Year,No,Electronic Check,67.71,2905.79,2,No
CUST-13547,Female,0,62,Yes,No,18,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Electronic Check,90.66,1529.58,3,Yes
CUST-14398,Male,0,25,No,No,20,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Transfer,60.0,1184.68,1,No
CUST-16438,Female,0,54,Yes,No,55,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,18.0,967.73,1,No
CUST-14970,Female,0,40,Yes,No,24,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,26.63,628.5,1,No
CUST-13864,Female,0,45,Yes,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,64.48,1429.42,1,No
CUST-16627,Female,1,67,Yes,No,36,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,One Year,Yes,Electronic Check,78.95,2818.63,3,Yes
CUST-12400,Female,0,18,No,Yes,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Two Year,No,Mailed Check,57.9,4099.98,1,No
CUST-15095,Female,0,25,No,Yes,28,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,Yes,Electronic Check,96.67,2557.33,1,No
CUST-13711,Female,0,31,Yes,Yes,8,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Two Year,Yes,Electronic Check,79.71,628.28,4,Yes
CUST-10246,Female,0,36,No,No,38,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,24.14,862.7,3,No
CUST-11594,Female,0,27,No,No,14,Yes,No,DSL,No,Yes,No,Yes,No,No,Two Year,No,Mailed Check,50.45,694.43,2,No
CUST-16861,Female,0,33,No,No,72,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,18.0,1232.67,0,No
CUST-14860,Female,0,34,Yes,No,11,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,Yes,Electronic Check,77.16,807.61,0,No
CUST-10923,Female,0,39,Yes,Yes,13,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Mailed Check,72.22,883.88,6,Yes
CUST-14462,Male,0,41,No,Yes,59,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-Month,No,Bank Transfer,67.32,3751.63,2,No
CUST-10669,Male,0,25,Yes,No,72,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,73.78,5040.86,5,No
CUST-13604,Female,0,58,No,Yes,33,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,19.2,600.7,2,Yes
CUST-11910,Male,1,71,Yes,No,65,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,77.56,4898.27,2,No
CUST-14908,Female,0,20,Yes,No,72,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Two Year,No,Electronic Check,103.0,7150.83,1,No
CUST-13958,Male,0,24,No,Yes,9,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,One Year,No,Credit Card,67.45,603.23,2,No
CUST-12696,Female,0,54,No,Yes,19,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,Yes,Mailed Check,82.49,1550.64,3,No
CUST-12591,Female,0,64,No,Yes,17,Yes,No,DSL,No,No,No,Yes,No,No,One Year,Yes,Electronic Check,38.62,626.43,2,Yes
CUST-11781,Female,1,72,No,No,28,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Transfer,76.39,2067.69,2,Yes
CUST-13013,Female,0,41,No,No,67,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,22.03,1472.23,2,No
CUST-12307,Male,0,43,Yes,No,11,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,31.05,324.57,4,No
CUST-16141,Male,0,39,Yes,Yes,24,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Bank Transfer,49.4,1134.11,4,No
CUST-13690,Male,1,76,No,No,20,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,One Year,Yes,Bank Transfer,76.72,1519.61,3,Yes
CUST-10687,Female,0,53,Yes,No,48,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Electronic Check,88.17,4030.83,0,No
CUST-10612,Female,0,64,No,No,40,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,19.52,771.21,1,No
CUST-13200,Female,0,56,No,No,72,Yes,Yes,DSL,No,No,No,No,No,Yes,Two Year,Yes,Mailed Check,58.3,3990.98,0,No
CUST-12267,Female,0,44,Yes,No,41,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Electronic Check,30.82,1194.84,2,No
CUST-16766,Female,1,71,No,No,13,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Two Year,Yes,Electronic Check,80.66,1016.65,4,Yes
CUST-15357,Male,0,57,No,No,39,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,61.33,2383.0,1,Yes
CUST-11898,Male,0,47,No,Yes,7,Yes,No,DSL,Yes,No,No,No,No,Yes,Two Year,Yes,Electronic Check,52.93,363.15,0,No
CUST-14453,Female,0,39,No,Yes,10,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Transfer,78.35,788.96,3,Yes
CUST-10258,Male,0,23,No,Yes,68,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Electronic Check,24.6,1601.15,1,No
CUST-12924,Male,0,42,Yes,Yes,5,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Electronic Check,32.33,170.96,6,Yes
CUST-12822,Male,0,26,Yes,Yes,16,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,91.87,1397.93,5,No
CUST-13339,Female,0,46,Yes,Yes,51,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Electronic Check,71.39,3441.38,5,No
CUST-13525,Male,0,31,No,No,44,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,73.28,3126.02,2,No
CUST-12285,Male,0,57,No,No,8,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Electronic Check,84.96,675.74,1,No
CUST-10484,Male,0,42,Yes,No,51,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,21.44,1086.32,2,No
CUST-12211,Male,0,57,No,No,2,No,No Phone Service,Fiber Optic,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,92.44,182.23,3,No
CUST-14359,Female,0,56,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Electronic Check,56.01,3951.52,0,No
CUST-12555,Female,0,61,No,No,50,No,No Phone Service,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Transfer,88.46,4394.26,2,Yes
CUST-10007,Female,1,68,Yes,No,15,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,23.98,347.34,3,Yes
CUST-13657,Male,0,44,Yes,No,25,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,25.23,599.93,2,No
CUST-16319,Female,0,18,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,64.42,618.98,3,No
CUST-12426,Male,0,30,No,No,42,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,30.16,1250.18,1,No
CUST-11814,Female,1,75,No,Yes,26,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,29.04,750.08,2,No
CUST-12274,Female,0,38,No,Yes,36,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,29.14,1043.85,4,Yes
CUST-11011,Female,1,84,No,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two Year,No,Mailed Check,62.99,4269.88,1,No
CUST-14766,Female,1,84,No,No,21,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,65.02,1356.51,2,No
CUST-11067,Female,0,61,No,No,11,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Transfer,77.44,847.3,3,Yes
CUST-11991,Female,0,55,No,No,72,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,One Year,Yes,Mailed Check,81.68,5757.3,2,Yes
CUST-13970,Female,0,32,No,Yes,37,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer,91.91,3296.87,1,No
CUST-15007,Female,0,60,Yes,Yes,31,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Electronic Check,78.39,2369.75,10,No
CUST-13867,Male,0,37,Yes,No,33,No,No Phone Service,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer,90.58,2936.42,3,Yes
CUST-16291,Female,0,29,Yes,No,14,No,No Phone Service,DSL,No,Yes,Yes,Yes,No,No,Month-to-Month,No,Mailed Check,57.64,772.81,1,Yes
CUST-13048,Female,0,57,No,No,15,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-Month,No,Electronic Check,101.66,1520.27,1,Yes
CUST-10781,Female,1,74,No,Yes,6,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two Year,Yes,Electronic Check,64.96,378.88,2,No
CUST-16851,Male,0,18,Yes,No,18,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-Month,No,Electronic Check,66.35,1142.49,3,Yes
CUST-11749,Male,0,43,No,No,57,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,18.0,1030.26,3,No
CUST-12791,Male,1,69,Yes,No,32,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,20.96,644.62,1,No
CUST-11091,Female,0,48,Yes,No,54,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two Year,No,Bank Transfer,66.39,3566.36,2,No
CUST-14861,Female,0,63,No,No,26,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Transfer,68.27,1727.84,2,Yes
CUST-16007,Female,0,37,Yes,No,7,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer,20.39,133.7,2,No
CUST-15722,Male,0,62,Yes,No,12,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Transfer,73.41,860.08,5,No
CUST-12608,Female,0,34,Yes,Yes,56,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-Month,No,Electronic Check,60.97,3259.81,4,No
CUST-15784,Male,0,30,Yes,No,12,No,No Phone Service,DSL,Yes,No,Yes,No,Yes,No,Month-to-Month,No,Bank Transfer,62.15,723.09,2,No
CUST-12290,Female,0,61,No,Yes,0,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,One Year,No,Electronic Check,85.5,79.72,4,Yes
CUST-11727,Female,0,36,Yes,No,65,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Two Year,Yes,Electronic Check,72.63,4566.45,2,No
CUST-10610,Female,0,29,No,No,23,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.53,1841.86,1,No
CUST-10343,Female,0,39,No,No,12,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Transfer,77.48,876.58,3,Yes
CUST-15501,Female,0,23,Yes,No,10,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,67.25,646.56,3,Yes
CUST-13750,Male,1,71,Yes,No,72,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,One Year,Yes,Electronic Check,79.19,5558.87,1,No
CUST-13215,Female,0,20,Yes,No,43,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Electronic Check,81.95,3332.94,6,Yes
CUST-10097,Male,0,56,No,No,37,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,One Year,Yes,Bank Transfer,77.13,2703.22,2,No
CUST-14421,Male,1,68,Yes,No,15,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Transfer,74.81,1099.81,2,Yes
CUST-11537,Female,0,40,No,No,37,Yes,No,DSL,No,No,Yes,No,No,No,Two Year,No,Electronic Check,54.93,1941.47,1,Yes
CUST-13588,Female,0,61,Yes,No,60,Yes,No,DSL,No,Yes,Yes,No,No,No,One Year,Yes,Mailed Check,59.46,3474.58,1,No
CUST-13648,Male,0,60,No,No,26,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Electronic Check,82.19,2043.13,5,No
CUST-15614,Female,0,29,No,No,50,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,20.69,1012.73,2,No
CUST-11517,Female,0,48,No,No,25,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One Year,No,Electronic Check,63.84,1576.31,1,Yes
CUST-16398,Female,0,47,No,No,16,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,26.42,427.99,3,No
CUST-13669,Female,0,58,Yes,Yes,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Electronic Check,63.08,2505.45,1,No
CUST-12090,Male,0,57,Yes,No,55,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,83.18,4426.0,1,Yes
CUST-10572,Male,0,28,No,No,27,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Transfer,102.45,2679.17,4,Yes
CUST-16411,Female,0,56,No,No,19,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Transfer,117.09,2159.9,0,No
CUST-15856,Female,0,38,Yes,No,14,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,23.94,332.14,1,No
CUST-13062,Male,0,20,Yes,No,9,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Transfer,100.6,864.76,4,Yes
CUST-14461,Male,1,79,No,No,23,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,90.47,1949.23,2,No
CUST-16965,Female,1,67,Yes,Yes,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,27.99,1966.42,0,No
CUST-14563,Female,0,26,Yes,No,25,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-Month,Yes,Electronic Check,58.78,1398.46,4,Yes
CUST-14713,Female,1,69,No,Yes,19,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,22.7,425.09,2,Yes
CUST-10370,Female,0,32,No,No,7,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,18.0,120.32,4,No
CUST-11938,Male,0,48,Yes,No,16,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Two Year,Yes,Mailed Check,78.41,1193.15,3,No
CUST-14981,Male,0,62,Yes,No,37,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,No,Mailed Check,72.91,2640.79,3,No
CUST-16088,Male,0,35,No,No,21,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Electronic Check,27.24,574.18,2,No
CUST-13670,Male,0,33,Yes,No,26,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Transfer,95.56,2380.05,3,No
CUST-13652,Male,0,19,Yes,No,47,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One Year,Yes,Bank Transfer,73.1,3395.8,1,No
CUST-12361,Male,0,19,No,No,22,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Two Year,No,Mailed Check,86.17,1851.83,4,Yes
CUST-14260,Female,1,81,No,No,57,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Electronic Check,85.14,4793.3,2,No
CUST-14384,Female,0,29,Yes,No,24,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,18.67,447.94,1,No
CUST-16356,Male,0,41,No,No,72,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Electronic Check,77.25,5500.34,4,No
CUST-13737,Female,0,48,Yes,No,50,No,No Phone Service,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,91.53,4411.38,4,No
CUST-14331,Female,0,30,Yes,No,17,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Electronic Check,93.64,1547.31,2,Yes
CUST-14852,Female,0,30,No,No,17,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer,18.0,299.93,2,No
CUST-14884,Female,0,47,No,No,26,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,70.23,1723.01,5,No
CUST-11171,Female,0,22,No,Yes,72,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-Month,No,Electronic Check,50.94,3653.42,2,No
CUST-14584,Female,1,71,No,No,62,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,65.37,3902.04,4,Yes
CUST-11422,Male,0,34,No,Yes,15,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,One Year,No,Credit Card,89.29,1333.21,0,No
CUST-16327,Female,0,22,Yes,Yes,17,No,No Phone Service,DSL,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Electronic Check,57.82,968.81,3,Yes
CUST-16206,Male,0,58,Yes,Yes,72,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,90.75,6527.72,2,No
CUST-14625,Female,0,50,No,No,46,No,No Phone Service,Fiber Optic,Yes,No,No,Yes,No,No,One Year,Yes,Mailed Check,71.5,3144.84,7,Yes
CUST-10874,Female,0,60,Yes,No,32,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Two Year,No,Credit Card,58.1,1776.14,1,No
CUST-12297,Male,0,32,Yes,Yes,44,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,22.27,913.51,3,No
CUST-12643,Female,1,68,Yes,No,9,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,27.1,235.3,0,No
CUST-16111,Male,1,65,No,No,30,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Transfer,85.85,2452.47,2,Yes
CUST-10840,Male,0,26,Yes,No,8,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer,19.96,150.53,4,No
CUST-10581,Female,0,26,No,No,53,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-Month,No,Bank Transfer,49.19,2521.4,1,No
CUST-10204,Male,0,51,No,No,20,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,One Year,Yes,Mailed Check,67.86,1328.48,3,Yes
CUST-11641,Male,0,36,Yes,No,8,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,77.97,600.65,5,Yes
CUST-12014,Male,1,78,Yes,Yes,25,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,21.44,524.99,1,No
CUST-13253,Male,0,63,No,Yes,63,No,No Phone Service,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Transfer,78.3,4795.72,4,No
CUST-14343,Male,0,61,Yes,No,34,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two Year,Yes,Bank Transfer,69.75,2291.71,1,No
CUST-10905,Female,0,27,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-Month,No,Bank Transfer,75.63,5240.24,3,No
CUST-10631,Female,0,50,Yes,No,20,Yes,No,DSL,No,No,No,No,No,No,Two Year,Yes,Credit Card,49.07,973.64,1,No
CUST-14995,Male,0,19,No,No,51,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Two Year,No,Electronic Check,82.06,3941.04,0,Yes
CUST-14518,Female,0,58,Yes,Yes,32,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer,18.0,541.27,0,Yes
CUST-11974,Male,0,20,No,No,41,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,One Year,Yes,Electronic Check,72.9,2859.8,2,No
CUST-10162,Male,0,55,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Electronic Check,55.97,1230.67,4,Yes
CUST-14881,Female,0,52,No,Yes,41,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,61.53,2373.89,6,No
CUST-16419,Female,0,43,Yes,No,23,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Electronic Check,23.29,509.93,2,No
CUST-14480,Male,0,47,Yes,No,18,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Electronic Check,58.71,,1,No
CUST-10875,Female,1,81,No,No,72,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,18.93,1279.65,3,Yes
