CustomerID,Gender,SeniorCitizen,Age,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerSupportCalls,Churn,AvgChargePerTenure,IsNewCustomer,HighSupportCalls,TotalAddonServices,ChargeVsTierAvg,IsMonthToMonth
CUST-12036,0,0,33,1,0,72,1,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,1,Bank Transfer,72.29,4907.27,1.0,Yes,68.15652777777778,0,0,1,-9.717610647851188,1
CUST-15531,0,0,22,1,0,13,0,No Phone Service,Fiber Optic,Yes,No,Yes,Yes,No,No,Month-to-Month,1,Credit Card,94.01,1198.42,2.0,Yes,92.18615384615386,0,0,3,12.00238935214881,1
CUST-16308,1,1,69,1,0,40,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Electronic Check,24.3,946.54,3.0,No,23.6635,0,0,0,1.55338864071474,1
CUST-15174,1,0,42,0,0,24,1,No,Fiber Optic,No,No,Yes,Yes,Yes,No,One Year,1,Bank Transfer,84.78,1967.66,3.0,Yes,81.98583333333333,0,0,3,2.7723893521488066,0
CUST-13403,0,1,71,0,0,40,1,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,1,Electronic Check,86.57,3329.85,4.0,No,83.24625,0,1,3,4.562389352148799,1
CUST-10018,0,0,61,1,0,72,1,No,DSL,No,Yes,No,No,No,Yes,Two Year,0,Mailed Check,47.41,3352.35,0.0,No,46.56041666666667,0,0,2,-13.893532654792203,0
CUST-13691,0,0,57,0,0,24,1,No,Fiber Optic,No,No,No,Yes,No,No,One Year,0,Mailed Check,71.28,1610.76,3.0,Yes,67.115,0,0,1,-10.727610647851193,0
CUST-16499,0,0,34,0,0,34,0,No Phone Service,DSL,Yes,Yes,No,No,Yes,Yes,Two Year,1,Bank Transfer,74.69,2505.2,2.0,No,73.68235294117646,0,0,4,13.386467345207798,0
CUST-10000,0,0,23,1,0,24,1,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-Month,0,Mailed Check,72.86,1673.25,4.0,No,69.71875,0,1,2,11.5564673452078,1
CUST-13628,0,0,56,1,0,25,1,Yes,Fiber Optic,No,No,Yes,No,No,No,Two Year,1,Bank Transfer,76.94,1896.04,2.0,No,75.8416,0,0,1,-5.067610647851197,0
CUST-15586,0,0,29,1,1,20,1,No,Fiber Optic,No,No,Yes,Yes,Yes,No,One Year,1,Mailed Check,78.59,1491.93,1.0,Yes,74.5965,0,0,3,-3.417610647851191,0
CUST-12174,1,1,74,1,0,29,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Mailed Check,28.44,815.61,2.0,No,28.12448275862069,0,0,0,5.6933886407147405,1
CUST-11356,0,0,39,1,0,5,1,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,0,Electronic Check,70.43,340.31,5.0,Yes,68.062,1,1,1,-11.577610647851188,1
CUST-16940,0,0,23,0,1,11,1,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,1,Electronic Check,83.44,915.04,4.0,Yes,83.18545454545455,0,1,2,1.4323893521488031,1
CUST-16495,1,0,23,1,0,15,0,No Phone Service,Fiber Optic,No,No,Yes,No,No,No,One Year,1,Electronic Check,77.35,1107.93,6.0,Yes,73.86200000000001,0,1,1,-4.6576106478512,0
CUST-16143,0,0,60,0,1,42,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Bank Transfer,24.44,1021.06,0.0,No,24.31095238095238,0,0,0,1.6933886407147405,1
CUST-12826,1,1,78,1,0,6,1,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-to-Month,1,Bank Transfer,90.9,535.05,1.0,Yes,89.175,1,0,4,8.892389352148811,1
CUST-16515,1,1,76,0,1,33,0,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,0,Credit Card,19.12,609.15,2.0,No,18.459090909090907,0,0,0,-3.62661135928526,0
CUST-10396,0,1,84,0,1,4,1,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-Month,1,Electronic Check,57.97,220.0,2.0,No,55.0,1,0,3,-3.333532654792201,1
CUST-15303,1,0,35,1,0,26,1,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,1,Credit Card,96.93,2515.41,3.0,No,96.74653846153845,0,0,3,14.922389352148812,1
CUST-13112,0,0,23,1,0,58,1,Yes,DSL,Yes,No,No,No,Yes,No,Two Year,1,Credit Card,68.48,3757.49,4.0,No,64.78431034482759,0,1,2,7.176467345207804,0
CUST-10182,0,0,51,0,1,42,1,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-Month,0,Bank Transfer,56.44,2317.69,2.0,No,55.18309523809524,0,0,3,-4.863532654792202,1
CUST-16129,1,1,82,0,0,13,1,Yes,DSL,Yes,No,No,No,No,No,Two Year,1,Electronic Check,53.65,679.81,4.0,No,52.29307692307692,0,1,1,-7.653532654792201,0
CUST-16906,0,0,61,1,1,11,1,No,Fiber Optic,No,Yes,No,No,Yes,No,Two Year,1,Bank Transfer,85.54,922.39,4.0,No,83.85363636363637,0,1,2,3.5323893521488117,0
CUST-11812,0,0,28,1,0,16,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,1,Mailed Check,18.63,281.7,2.0,No,17.60625,0,0,0,-4.116611359285262,0
CUST-15674,0,0,27,0,0,44,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-Month,1,Credit Card,44.12,1858.19,2.0,No,42.23159090909091,0,0,2,-17.183532654792202,1
CUST-15873,1,0,43,1,1,6,1,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,0,Credit Card,101.7,600.54,0.0,No,100.08999999999999,1,0,5,19.69238935214881,0
CUST-15121,1,0,45,1,0,29,1,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,1,Credit Card,89.49,2550.68,7.0,Yes,87.95448275862068,0,1,3,7.4823893521488,1
CUST-10816,0,0,46,0,1,68,1,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-Month,0,Bank Transfer,83.07,5550.39,5.0,No,81.62338235294118,0,1,3,1.0623893521487986,1
CUST-11572,0,0,61,1,0,63,1,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-Month,1,Bank Transfer,67.32,4106.67,2.0,No,65.18523809523809,0,0,3,6.0164673452077935,1
CUST-15036,0,0,62,0,0,53,1,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,1,Bank Transfer,101.42,5271.02,4.0,No,99.45320754716982,0,1,5,19.412389352148807,1
CUST-11800,0,0,32,0,1,48,1,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,1,Electronic Check,92.15,4366.87,7.0,Yes,90.97645833333333,0,1,2,10.142389352148811,1
CUST-12280,1,0,34,0,0,72,1,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,1,Mailed Check,92.73,6470.47,1.0,Yes,89.86763888888889,0,0,3,10.72238935214881,1
CUST-12429,0,0,20,1,0,16,1,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,0,Credit Card,72.64,1121.26,3.0,Yes,70.07875,0,0,2,-9.367610647851194,1
CUST-13893,0,0,26,0,1,7,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,1,Bank Transfer,30.69,217.36,1.0,Yes,31.051428571428573,0,0,0,7.9433886407147405,0
CUST-15583,0,0,21,0,0,22,1,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,0,Bank Transfer,69.69,1514.05,3.0,Yes,68.82045454545454,0,0,1,-12.317610647851197,1
CUST-16161,0,0,24,1,0,72,1,No,DSL,Yes,No,Yes,No,No,Yes,Two Year,0,Credit Card,65.38,4657.07,1.0,No,64.68152777777777,0,0,3,4.076467345207796,0
CUST-15335,0,0,25,0,0,36,0,No Phone Service,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,0,Credit Card,96.8,3484.13,5.0,No,96.7813888888889,0,1,4,14.792389352148803,0
CUST-14534,1,0,22,0,1,34,1,No,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-Month,1,Electronic Check,72.47,2402.15,2.0,No,70.6514705882353,0,0,2,-9.537610647851196,1
CUST-16117,1,0,63,1,0,17,1,No,DSL,No,No,No,Yes,Yes,No,One Year,1,Credit Card,70.83,1162.93,1.0,No,68.40764705882353,0,0,2,9.526467345207799,0
CUST-15102,1,0,33,1,0,19,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,1,Electronic Check,23.97,435.56,3.0,Yes,22.92421052631579,0,0,0,1.223388640714738,0
CUST-15339,1,0,27,1,1,51,1,No,Fiber Optic,No,Yes,No,Yes,Yes,No,One Year,1,Mailed Check,66.75,3399.4,3.0,No,66.65490196078431,0,0,3,-15.257610647851195,0
CUST-11830,1,0,61,0,0,4,1,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,0,Electronic Check,80.1,304.06,2.0,Yes,76.015,1,0,3,-1.9076106478512003,0
CUST-10601,0,0,35,0,0,12,1,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Two Year,1,Bank Transfer,94.88,1082.01,2.0,No,90.1675,0,0,4,12.8723893521488,0
CUST-15848,1,0,31,0,1,72,0,No Phone Service,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,0,Bank Transfer,103.29,7143.04,6.0,No,99.2088888888889,0,1,5,21.28238935214881,0
CUST-14939,1,0,43,1,0,11,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-Month,0,Bank Transfer,59.66,657.72,2.0,No,59.79272727272728,0,0,2,-1.6435326547922031,1
CUST-16258,1,1,73,1,0,29,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two Year,0,Electronic Check,74.14,2030.83,3.0,No,70.02862068965517,0,0,4,12.8364673452078,0
CUST-10554,1,0,35,0,1,56,1,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Two Year,1,Electronic Check,93.97,5056.49,3.0,No,90.29446428571428,0,0,2,11.962389352148804,0
CUST-11159,0,0,22,1,0,10,1,Yes,Fiber Optic,Yes,No,No,No,Yes,No,One Year,1,Electronic Check,82.02,779.34,2.0,Yes,77.934,0,0,2,0.012389352148801436,0
CUST-11213,1,0,39,1,0,26,1,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Two Year,1,Electronic Check,85.85,2221.55,4.0,No,85.44423076923077,0,1,2,3.8423893521487997,0
CUST-10880,1,0,43,0,1,7,0,No Phone Service,DSL,No,Yes,No,No,No,No,Month-to-Month,0,Electronic Check,47.74,326.77,2.0,Yes,46.68142857142857,0,0,1,-13.563532654792198,1
CUST-11325,0,0,28,1,0,32,1,Yes,Fiber Optic,No,No,No,No,No,No,Two Year,0,Mailed Check,64.7,2070.4,4.0,No,64.7,0,1,0,-17.30761064785119,0
CUST-14328,0,0,21,1,0,29,1,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-to-Month,0,Bank Transfer,93.61,2589.66,4.0,No,89.29862068965517,0,1,3,11.602389352148805,1
CUST-10997,1,0,32,1,0,28,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,0,Electronic Check,81.68,2175.38,0.0,No,77.69214285714285,0,0,5,20.376467345207807,1
CUST-10700,1,1,81,1,0,54,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,0,Mailed Check,29.69,1584.26,0.0,No,29.338148148148147,0,0,0,6.9433886407147405,0
CUST-12700,0,0,18,1,0,44,0,No Phone Service,DSL,No,No,No,No,Yes,Yes,Month-to-Month,1,Electronic Check,64.94,2727.9,3.0,No,61.997727272727275,0,0,2,3.636467345207798,1
CUST-15057,0,0,28,0,1,15,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,1,Credit Card,21.27,303.08,4.0,Yes,20.205333333333332,0,1,0,-1.4766113592852612,0
CUST-11847,0,0,23,1,0,43,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,0,Electronic Check,58.15,2418.72,5.0,No,56.24930232558139,0,1,1,-3.153532654792201,1
CUST-15406,1,0,19,1,1,72,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-Month,0,Electronic Check,62.21,4405.33,0.0,No,61.185138888888886,0,0,2,0.9064673452078011,1
CUST-12796,0,1,66,0,0,47,0,No Phone Service,DSL,No,Yes,Yes,No,Yes,No,Month-to-Month,1,Credit Card,58.21,2689.1,3.0,Yes,57.214893617021275,0,0,3,-3.093532654792199,1
CUST-11455,1,0,47,1,1,15,1,No,DSL,Yes,No,No,No,No,No,Two Year,1,Credit Card,48.26,693.79,0.0,No,46.25266666666666,0,0,1,-13.043532654792202,0
CUST-15908,1,0,56,1,1,16,0,No Phone Service,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-Month,0,Mailed Check,93.39,1453.03,5.0,No,90.814375,0,1,2,11.382389352148806,1
CUST-17028,0,0,30,0,0,17,1,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,0,Mailed Check,72.37,1179.65,3.0,No,69.39117647058823,0,0,3,11.066467345207805,1
CUST-14022,1,0,29,1,0,11,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,1,Electronic Check,18.0,183.83,2.0,No,16.711818181818185,0,0,0,-4.746611359285261,0
CUST-10866,0,0,22,1,1,43,1,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,1,Credit Card,72.85,3049.27,4.0,No,70.91325581395348,0,1,2,-9.1576106478512,1
CUST-15395,1,0,47,1,1,40,1,No,DSL,No,No,No,Yes,No,No,Two Year,1,Electronic Check,55.08,2072.49,5.0,Yes,51.81224999999999,0,1,1,-6.223532654792201,0
CUST-11644,1,0,41,1,0,30,1,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-Month,1,Electronic Check,70.79,2095.0,1.0,Yes,69.83333333333333,0,0,3,9.486467345207807,1
CUST-12140,0,1,66,0,0,72,1,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-to-Month,1,Mailed Check,97.43,6982.57,7.0,Yes,96.98013888888889,0,1,3,15.422389352148812,1
CUST-14772,1,0,27,1,0,72,1,No,DSL,Yes,No,No,No,No,No,Two Year,1,Credit Card,47.44,3391.46,2.0,No,47.103611111111114,0,0,1,-13.863532654792202,0
CUST-13520,0,0,59,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-Month,1,Mailed Check,56.37,60.59,3.0,Yes,60.59,1,0,1,-4.933532654792202,1
CUST-15166,1,0,33,0,0,39,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Mailed Check,18.0,690.05,3.0,No,17.693589743589744,0,0,0,-4.746611359285261,1
CUST-15697,0,1,77,0,0,44,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One Year,1,Mailed Check,79.84,3464.56,2.0,Yes,78.74,0,0,4,18.536467345207804,0
CUST-11490,1,1,80,0,1,28,1,No,DSL,No,No,No,Yes,No,No,Month-to-Month,1,Bank Transfer,53.71,1433.94,4.0,No,51.21214285714286,0,1,1,-7.593532654792199,1
CUST-14516,1,0,41,0,0,45,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,1,Electronic Check,94.53,4225.09,4.0,No,93.8908888888889,0,1,5,12.522389352148807,1
CUST-15775,1,0,24,1,1,11,1,No,Fiber Optic,No,No,No,No,Yes,Yes,Two Year,1,Credit Card,70.42,748.35,5.0,No,68.03181818181818,0,1,2,-11.587610647851193,0
CUST-10729,0,0,53,1,0,52,0,No Phone Service,Fiber Optic,No,No,No,No,No,Yes,Two Year,1,Mailed Check,66.09,3395.53,4.0,No,65.29865384615385,0,1,1,-15.917610647851191,0
CUST-15282,0,0,20,1,1,52,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Mailed Check,18.0,895.72,3.0,No,17.225384615384616,0,0,0,-4.746611359285261,1
CUST-10779,0,0,57,0,0,57,1,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,0,Electronic Check,95.87,5444.22,6.0,No,95.51263157894738,0,1,4,13.86238935214881,1
CUST-12620,0,0,49,0,0,5,1,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Two Year,1,Mailed Check,75.4,356.0,1.0,Yes,71.2,1,0,3,-6.607610647851189,0
CUST-11936,1,0,42,0,0,3,1,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-Month,0,Bank Transfer,81.65,230.38,3.0,Yes,76.79333333333334,1,0,3,-0.3576106478511889,1
CUST-13793,1,0,23,0,1,19,1,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,1,Mailed Check,61.62,1160.16,3.0,Yes,61.06105263157895,0,0,3,-20.387610647851197,1
CUST-16581,0,0,58,0,0,53,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,0,Mailed Check,29.56,1486.15,0.0,No,28.04056603773585,0,0,0,6.813388640714738,1
CUST-16084,1,0,19,0,1,41,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two Year,0,Mailed Check,72.42,2885.16,3.0,No,70.36975609756097,0,0,5,11.116467345207802,0
CUST-13333,1,0,42,1,0,28,1,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Two Year,1,Electronic Check,84.05,2240.21,4.0,No,80.00750000000001,0,1,3,2.0423893521488026,0
CUST-11110,1,1,67,1,0,18,1,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-Month,0,Bank Transfer,102.31,1748.19,5.0,No,97.12166666666667,0,1,4,20.302389352148808,1
CUST-13655,1,1,77,0,1,53,0,No Phone Service,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-to-Month,0,Credit Card,77.83,4000.82,1.0,Yes,75.48716981132075,0,0,3,-4.177610647851196,1
CUST-16801,0,0,24,0,0,9,0,No Phone Service,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,1,Electronic Check,80.32,691.81,1.0,No,76.86777777777777,0,0,2,-1.6876106478512014,1
CUST-16305,1,0,42,1,0,47,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-Month,1,Electronic Check,48.09,2121.94,4.0,No,45.147659574468086,0,1,2,-13.213532654792196,1
CUST-12998,0,0,49,1,0,50,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,0,Credit Card,32.11,1507.94,4.0,No,30.1588,0,1,0,9.363388640714739,1
CUST-12394,0,0,37,0,0,11,1,No,Fiber Optic,Yes,No,No,No,Yes,No,One Year,1,Mailed Check,67.1,734.27,2.0,No,66.75181818181818,0,0,2,-14.9076106478512,0
CUST-11185,0,1,67,1,0,60,1,No,DSL,No,Yes,Yes,No,Yes,Yes,Two Year,0,Electronic Check,72.34,4091.24,1.0,No,68.18733333333333,0,0,4,11.036467345207804,0
CUST-12007,1,0,31,0,1,1,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Credit Card,23.68,33.69,2.0,No,33.69,1,0,0,0.9333886407147389,1
CUST-10193,0,0,20,0,0,61,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-Month,1,Credit Card,55.97,3372.88,3.0,No,55.29311475409836,0,0,1,-5.333532654792201,1
CUST-11515,1,0,27,0,0,23,1,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-Month,1,Electronic Check,62.38,1367.35,2.0,Yes,59.449999999999996,0,0,2,1.0764673452078029,1
CUST-15640,1,0,58,0,0,53,0,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,1,Bank Transfer,18.88,965.49,2.0,No,18.216792452830187,0,0,0,-3.866611359285262,0
CUST-10578,0,0,62,0,0,31,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,0,Electronic Check,27.98,851.66,4.0,No,27.47290322580645,0,1,0,5.23338864071474,1
CUST-12123,1,0,19,1,1,5,1,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,One Year,1,Electronic Check,104.1,504.27,4.0,No,100.854,1,1,4,22.0923893521488,0
CUST-11429,1,0,34,1,1,49,1,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,0,Electronic Check,61.67,2899.18,4.0,Yes,59.166938775510204,0,1,0,-20.337610647851193,1
CUST-10771,0,0,20,1,0,37,1,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-Month,0,Credit Card,73.6,2692.88,5.0,No,72.78054054054054,0,1,3,-8.4076106478512,1
CUST-12587,1,0,53,1,0,6,0,No Phone Service,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-to-Month,0,Electronic Check,89.21,517.73,5.0,Yes,86.28833333333334,1,1,4,7.202389352148799,1
CUST-12395,0,0,18,0,0,16,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Mailed Check,18.0,272.5,3.0,No,17.03125,0,0,0,-4.746611359285261,1
CUST-16990,1,0,27,0,0,16,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-Month,1,Bank Transfer,48.68,761.0,1.0,No,47.5625,0,0,2,-12.6235326547922,1
CUST-11846,1,0,63,0,0,70,1,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-Month,1,Bank Transfer,77.28,5307.56,1.0,Yes,75.82228571428573,0,0,2,-4.7276106478511934,1
CUST-10131,0,0,63,0,1,72,0,No Phone Service,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-Month,1,Electronic Check,75.86,5420.49,2.0,Yes,75.28458333333333,0,0,3,-6.147610647851195,1
CUST-10178,0,0,34,1,0,16,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-Month,0,Electronic Check,59.08,934.6,3.0,No,58.4125,0,0,2,-2.2235326547922014,1
CUST-13740,1,0,41,1,0,30,1,No,DSL,No,No,No,Yes,No,No,Month-to-Month,1,Electronic Check,50.79,1494.27,1.0,Yes,49.809,0,0,1,-10.5135326547922,1
CUST-16300,1,0,43,0,1,72,1,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-to-Month,1,Mailed Check,86.64,6025.87,4.0,No,83.6926388888889,0,1,4,4.632389352148806,1
CUST-11811,1,0,43,1,0,35,1,No,DSL,No,No,Yes,No,No,No,One Year,0,Credit Card,52.57,1841.69,0.0,No,52.61971428571429,0,0,1,-8.7335326547922,0
CUST-14520,1,0,28,1,1,21,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Bank Transfer,25.67,531.98,2.0,Yes,25.33238095238095,0,0,0,2.923388640714741,1
CUST-17007,1,0,49,1,1,16,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two Year,1,Bank Transfer,61.87,950.27,0.0,No,59.391875,0,0,4,0.5664673452077977,0
CUST-12580,1,0,60,0,0,13,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Mailed Check,28.09,357.83,0.0,Yes,27.525384615384613,0,0,0,5.343388640714739,1
CUST-14556,0,0,22,1,0,27,1,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,0,Electronic Check,92.66,2461.83,2.0,Yes,91.17888888888889,0,0,3,10.652389352148802,0
CUST-14679,0,0,51,0,0,10,1,No,Fiber Optic,No,No,No,No,No,Yes,Two Year,0,Credit Card,77.48,764.88,3.0,No,76.488,0,0,1,-4.527610647851191,0
CUST-12652,0,0,53,1,1,29,1,Yes,DSL,No,No,No,No,Yes,Yes,Two Year,0,Electronic Check,65.3,1814.98,0.0,No,62.585517241379314,0,0,2,3.9964673452077975,0
CUST-14607,1,0,64,0,0,36,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-Month,0,Credit Card,56.59,1940.06,1.0,Yes,53.89055555555555,0,0,2,-4.713532654792196,1
CUST-12073,0,0,23,1,1,38,0,No Phone Service,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,1,Credit Card,63.04,2310.93,1.0,No,60.81394736842105,0,0,3,1.7364673452077994,1
CUST-10658,0,0,23,1,0,52,1,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-Month,0,Mailed Check,69.5,3430.48,1.0,Yes,65.97076923076924,0,0,2,8.1964673452078,1
CUST-11896,0,1,82,1,1,46,1,No,Fiber Optic,No,No,No,Yes,No,No,Two Year,1,Credit Card,83.82,3772.86,3.0,Yes,82.01869565217392,0,0,1,1.8123893521487986,0
CUST-15186,1,0,32,0,0,19,1,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Two Year,0,Credit Card,91.14,1734.13,2.0,No,91.27000000000001,0,0,2,9.132389352148806,0
CUST-12606,0,0,21,0,0,7,0,No Phone Service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-Month,1,Mailed Check,65.47,429.57,5.0,Yes,61.36714285714286,0,1,4,4.166467345207799,1
CUST-12221,1,0,26,0,0,40,1,No,DSL,No,No,No,No,No,No,Month-to-Month,0,Electronic Check,37.37,1494.74,1.0,No,37.3685,0,0,0,-23.933532654792202,1
CUST-13659,1,0,26,1,0,72,1,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-Month,0,Electronic Check,75.35,5177.15,5.0,Yes,71.9048611111111,0,1,2,-6.6576106478512,1
CUST-16674,0,0,59,0,0,54,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,1,Bank Transfer,19.87,1038.63,4.0,No,19.23388888888889,0,1,0,-2.87661135928526,0
CUST-12379,0,0,56,0,0,45,1,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-to-Month,0,Electronic Check,75.16,3275.81,3.0,No,72.79577777777777,0,0,4,-6.847610647851198,1
CUST-11447,0,0,63,1,1,14,1,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-Month,0,Electronic Check,65.33,872.15,3.0,Yes,62.29642857142857,0,0,2,4.026467345207799,1
CUST-15831,1,0,59,0,0,21,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,0,Electronic Check,18.0,363.1,2.0,No,17.29047619047619,0,0,0,-4.746611359285261,1
CUST-10342,0,0,21,0,0,9,1,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-to-Month,0,Bank Transfer,79.33,682.28,5.0,Yes,75.80888888888889,0,1,1,-2.6776106478511963,1
CUST-13372,0,1,83,0,1,38,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,1,Credit Card,21.98,829.56,2.0,No,21.830526315789474,0,0,0,-0.7666113592852604,0
CUST-14545,1,0,53,1,0,20,1,No,Fiber Optic,No,No,Yes,No,No,Yes,One Year,1,Credit Card,77.9,1476.55,2.0,Yes,73.8275,0,0,2,-4.107610647851189,0
